"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif",
,,,,,5.17,364,1,21,6,0,0,6,0,0,
,,,,,6.49,364,1,21,1,0,0,6,1.32,-5,
,,,,,18,364,1,21,5,0,0,6,12.83,-1,
,,,,,22,364,1,21,4,0,0,6,16.83,-2,
,,,,,21,364,1,21,4,0,0,6,15.83,-2,
,,,,,12.5,364,1,21,4,0,0,6,7.33,-2,
,,,,,36,364,1,21,5,0,0,6,30.83,-1,
,,,,,13,364,1,21,4,0,0,6,7.83,-2,
,,,,,11.5,364,1,21,4,0,0,6,6.33,-2,
,,,,,23,364,1,21,4,0,0,6,17.83,-2,
,,,,,22,364,1,21,5,0,0,6,16.83,-1,
,,,,,20.5,364,1,21,5,0,0,6,15.33,-1,
,,,,,16,364,1,21,5,0,0,6,10.83,-1,
,,,,,9.75,364,1,21,1,0,0,6,4.58,-5,
,,,,,36,364,1,21,5,0,0,6,30.83,-1,
,,,,,22.75,364,1,21,5,0,0,6,17.58,-1,
,,,,,33,364,1,21,6,0,0,6,27.83,0,
,,,,,28,364,1,21,6,0,0,6,22.83,0,
,,,,,26.75,364,1,21,5,0,0,6,21.58,-1,
,,,,,37,364,1,21,5,0,0,6,31.83,-1,
,,,,,42.2,366,1,40,6,0,0,3,34.26,3,
,,,,,8.95,366,1,40,4,0,0,3,1.01,1,
,,,,,32.5,366,1,40,5,0,0,3,24.56,2,
,,,,,16.97,366,1,40,4,0,0,3,9.03,1,
,,,,,24.1,366,1,40,1,0,0,3,16.16,-2,
,,,,,16.5,366,1,40,3,0,0,3,8.56,0,
,,,,,29.44,366,1,40,6,0,0,3,21.5,3,
,,,,,28.51,366,1,40,6,0,0,3,20.57,3,
,,,,,31.63,366,1,40,6,0,0,3,23.69,3,
,,,,,26.97,366,1,40,6,0,0,3,19.03,3,
,,,,,24.99,366,1,40,6,0,0,3,17.05,3,
,,,,,7.94,366,1,40,3,0,0,3,0,0,
,,,,,8,366,1,40,4,0,0,3,0.06,1,
,,,,,37.62,366,1,40,6,0,0,3,29.68,3,
,,,,,11.03,366,1,40,4,0,0,3,3.09,1,
,,,,,26.69,366,1,40,6,0,0,3,18.75,3,
,,,,,23.51,366,1,40,6,0,0,3,15.57,3,
,,,,,21.99,366,1,40,6,0,0,3,14.05,3,
,,,,,25.99,366,1,40,6,0,0,3,18.05,3,
,,,,,31.49,366,1,40,6,0,0,3,23.55,3,
,,,,,27.49,366,1,40,6,0,0,3,19.55,3,
,,,,,35.89,366,1,40,6,0,0,3,27.95,3,
,,,,,15.99,366,1,40,3,0,0,3,8.05,0,
,,,,,32.95,366,1,40,3,0,0,3,25.01,0,
,,,,,25.5,366,1,40,5,0,0,3,17.56,2,
,,,,,29.5,366,1,40,3,0,0,3,21.56,0,
,,,,,21,366,1,40,3,0,0,3,13.06,0,
,,,,,30,366,1,40,4,0,0,3,22.06,1,
,,,,,12,366,1,40,4,0,0,3,4.06,1,
,,,,,11.99,366,1,40,6,0,0,3,4.05,3,
,,,,,11.99,366,1,40,6,0,0,3,4.05,3,
,,,,,16.5,366,1,40,4,0,0,3,8.56,1,
,,,,,34,366,1,40,4,0,0,3,26.06,1,
,,,,,37.5,366,1,40,2,0,0,3,29.56,-1,
,,,,,10,366,1,40,3,0,0,3,2.06,0,
,,,,,11.5,366,1,40,3,0,0,3,3.56,0,
,,,,,9.7,366,1,40,4,0,0,3,1.76,1,
,,,,,17,366,1,40,4,0,0,3,9.06,1,
,,,,,24,366,1,40,1,0,0,3,16.06,-2,
,,,,,36,366,1,40,4,0,0,3,28.06,1,
,,,,,19.5,367,1,27,6,0,0,4,9,2,
,,,,,37.4,367,1,27,4,0,0,4,26.9,0,
,,,,,12.49,367,1,27,1,0,0,4,1.99,-3,
,,,,,46.03,367,1,27,6,0,0,4,35.53,2,
,,,,,13.75,367,1,27,3,0,0,4,3.25,-1,
,,,,,48.99,367,1,27,6,0,0,4,38.49,2,
,,,,,10.5,367,1,27,4,0,0,4,0,0,
,,,,,24,367,1,27,5,0,0,4,13.5,1,
,,,,,17,367,1,27,5,0,0,4,6.5,1,
,,,,,16.45,367,1,27,5,0,0,4,5.95,1,
,,,,,13.75,367,1,27,4,0,0,4,3.25,0,
,,,,,17,367,1,27,5,0,0,4,6.5,1,
,,,,,28,367,1,27,5,0,0,4,17.5,1,
,,,,,12,367,1,27,3,0,0,4,1.5,-1,
,,,,,24.58,367,1,27,3,0,0,4,14.08,-1,
,,,,,27,367,1,27,5,0,0,4,16.5,1,
,,,,,20,367,1,27,5,0,0,4,9.5,1,
,,,,,16,367,1,27,5,0,0,4,5.5,1,
,,,,,14.95,367,1,27,5,0,0,4,4.45,1,
,,,,,18.9,367,1,27,5,0,0,4,8.4,1,
,,,,,15,367,1,27,4,0,0,4,4.5,0,
,,,,,20.5,367,1,27,5,0,0,4,10,1,
,,,,,22,367,1,27,4,0,0,4,11.5,0,
,,,,,15.45,367,1,27,4,0,0,4,4.95,0,
,,,,,15.62,367,1,27,4,0,0,4,5.12,0,
,,,,,16,367,1,27,4,0,0,4,5.5,0,
,,,,,18.95,367,1,27,5,0,0,4,8.45,1,
,,,,,15,379,1,17,3,0,0,3,11.03,0,
,,,,,45.5,379,1,17,5,0,0,3,41.53,2,
,,,,,3.97,379,1,17,3,0,0,3,0,0,
,,,,,9,379,1,17,5,0,0,3,5.03,2,
,,,,,8.22,379,1,17,3,0,0,3,4.25,0,
,,,,,8.5,379,1,17,3,0,0,3,4.53,0,
,,,,,26.5,379,1,17,5,0,0,3,22.53,2,
,,,,,14.4,379,1,17,4,0,0,3,10.43,1,
,,,,,4.2,379,1,17,3,0,0,3,0.23,0,
,,,,,13.99,379,1,17,3,0,0,3,10.02,0,
,,,,,6,379,1,17,4,0,0,3,2.03,1,
,,,,,31.95,379,1,17,5,0,0,3,27.98,2,
,,,,,7,379,1,17,4,0,0,3,3.03,1,
,,,,,16.7,379,1,17,3,0,0,3,12.73,0,
,,,,,29.4,379,1,17,4,0,0,3,25.43,1,
,,,,,7.95,379,1,17,3,0,0,3,3.98,0,
,,,,,13,379,1,17,4,0,0,3,9.03,1,
,,,,,8.29,382,1,18,6,0,0,4,0.3,2,
,,,,,8.29,382,1,18,4,0,0,4,0.3,0,
,,,,,8.15,382,1,18,3,0,0,4,0.16,-1,
,,,,,16.2,382,1,18,6,0,0,4,8.21,2,
,,,,,7.99,382,1,18,4,0,0,4,0,0,
,,,,,12,382,1,18,6,0,0,4,4.01,2,
,,,,,21.45,382,1,18,6,0,0,4,13.46,2,
,,,,,12,382,1,18,3,0,0,4,4.01,-1,
,,,,,17.53,382,1,18,6,0,0,4,9.54,2,
,,,,,14.63,382,1,18,6,0,0,4,6.64,2,
,,,,,13.05,382,1,18,6,0,0,4,5.06,2,
,,,,,18.14,382,1,18,6,0,0,4,10.15,2,
,,,,,31.4,382,1,18,3,0,0,4,23.41,-1,
,,,,,21.44,382,1,18,6,0,0,4,13.45,2,
,,,,,15.34,382,1,18,6,0,0,4,7.35,2,
,,,,,20.87,382,1,18,6,0,0,4,12.88,2,
,,,,,20,382,1,18,6,0,0,4,12.01,2,
,,,,,35,382,1,18,6,0,0,4,27.01,2,
,,,,,9.48,383,1,6,3,0,0,3,0,0,
,,,,,11.5,383,1,6,5,0,0,3,2.02,2,
,,,,,14,383,1,6,3,0,0,3,4.52,0,
,,,,,17.94,383,1,6,4,0,0,3,8.46,1,
,,,,,32.5,383,1,6,4,0,0,3,23.02,1,
,,,,,24,383,1,6,5,0,0,3,14.52,2,
,,,,,3.84,387,1,13,4,0,0,4,0.5,0,
,,,,,3.82,387,1,13,4,0,0,4,0.48,0,
,,,,,3.34,387,1,13,4,0,0,4,0,0,
,,,,,6.28,387,1,13,4,0,0,4,2.94,0,
,,,,,3.83,387,1,13,3,0,0,4,0.49,-1,
,,,,,18.02,387,1,13,6,0,0,4,14.68,2,
,,,,,13.58,387,1,13,6,0,0,4,10.24,2,
,,,,,13.5,387,1,13,3,0,0,4,10.16,-1,
,,,,,17.38,387,1,13,6,0,0,4,14.04,2,
,,,,,23.68,387,1,13,4,0,0,4,20.34,0,
,,,,,34.81,387,1,13,6,0,0,4,31.47,2,
,,,,,21.8,387,1,13,6,0,0,4,18.46,2,
,,,,,13.97,387,1,13,3,0,0,4,10.63,-1,
,,,,,2.7,388,1,11,2,0,0,2,0,0,
,,,,,7.87,388,1,11,6,0,0,2,5.17,4,
,,,,,21.48,388,1,11,6,0,0,2,18.78,4,
,,,,,9.11,388,1,11,6,0,0,2,6.41,4,
,,,,,12.45,388,1,11,5,0,0,2,9.75,3,
,,,,,8.55,388,1,11,6,0,0,2,5.85,4,
,,,,,7,388,1,11,4,0,0,2,4.3,2,
,,,,,18.4,388,1,11,4,0,0,2,15.7,2,
,,,,,11.5,388,1,11,5,0,0,2,8.8,3,
,,,,,15,388,1,11,4,0,0,2,12.3,2,
,,,,,15,388,1,11,4,0,0,2,12.3,2,
,,,,,1.95,389,1,16,3,0,0,4,0.06,-1,
,,,,,1.95,389,1,16,4,0,0,4,0.06,0,
,,,,,1.89,389,1,16,4,0,0,4,0,0,
,,,,,2.95,389,1,16,3,0,0,4,1.06,-1,
,,,,,2.96,389,1,16,4,0,0,4,1.07,0,
,,,,,2.95,389,1,16,3,0,0,4,1.06,-1,
,,,,,2.95,389,1,16,3,0,0,4,1.06,-1,
,,,,,4.96,389,1,16,4,0,0,4,3.07,0,
,,,,,4.96,389,1,16,4,0,0,4,3.07,0,
,,,,,1.95,389,1,16,3,0,0,4,0.06,-1,
,,,,,2.95,389,1,16,3,0,0,4,1.06,-1,
,,,,,4.28,389,1,16,5,0,0,4,2.39,1,
,,,,,10.5,389,1,16,3,0,0,4,8.61,-1,
,,,,,1.95,389,1,16,3,0,0,4,0.06,-1,
,,,,,11.45,389,1,16,1,0,0,4,9.56,-3,
,,,,,8.5,389,1,16,4,0,0,4,6.61,0,
,,,,,12.29,391,1,4,1,0,0,4,3.79,-3,
,,,,,22.5,391,1,4,5,0,0,4,14,1,
,,,,,25.5,391,1,4,5,0,0,4,17,1,
,,,,,8.5,391,1,4,4,0,0,4,0,0,
,,,,,17.9,398,1,41,5,0,0,6,12.9,-1,
,,,,,11.5,398,1,41,5,0,0,6,6.5,-1,
,,,,,10.79,398,1,41,4,0,0,6,5.79,-2,
,,,,,5.8,398,1,41,5,0,0,6,0.8,-1,
,,,,,10,398,1,41,4,0,0,6,5,-2,
,,,,,12.25,398,1,41,6,0,0,6,7.25,0,
,,,,,16.99,398,1,41,6,0,0,6,11.99,0,
,,,,,11.5,398,1,41,4,0,0,6,6.5,-2,
,,,,,12,398,1,41,4,0,0,6,7,-2,
,,,,,23,398,1,41,6,0,0,6,18,0,
,,,,,27.25,398,1,41,5,0,0,6,22.25,-1,
,,,,,18.75,398,1,41,5,0,0,6,13.75,-1,
,,,,,19.9,398,1,41,5,0,0,6,14.9,-1,
,,,,,5,398,1,41,6,0,0,6,0,0,
,,,,,5,398,1,41,6,0,0,6,0,0,
,,,,,21.5,398,1,41,5,0,0,6,16.5,-1,
,,,,,19.5,398,1,41,5,0,0,6,14.5,-1,
,,,,,32,398,1,41,1,0,0,6,27,-5,
,,,,,18.9,398,1,41,5,0,0,6,13.9,-1,
,,,,,19.9,398,1,41,6,0,0,6,14.9,0,
,,,,,14.45,398,1,41,6,0,0,6,9.45,0,
,,,,,17,398,1,41,6,0,0,6,12,0,
,,,,,13.5,398,1,41,5,0,0,6,8.5,-1,
,,,,,9.5,398,1,41,5,0,0,6,4.5,-1,
,,,,,16,398,1,41,5,0,0,6,11,-1,
,,,,,20.85,398,1,41,6,0,0,6,15.85,0,
,,,,,28.83,398,1,41,6,0,0,6,23.83,0,
,,,,,12,398,1,41,6,0,0,6,7,0,
,,,,,21.95,398,1,41,5,0,0,6,16.95,-1,
,,,,,16.5,398,1,41,5,0,0,6,11.5,-1,
,,,,,6.5,398,1,41,5,0,0,6,1.5,-1,
,,,,,16.5,398,1,41,5,0,0,6,11.5,-1,
,,,,,26.5,398,1,41,5,0,0,6,21.5,-1,
,,,,,5.8,398,1,41,5,0,0,6,0.8,-1,
,,,,,9.63,398,1,41,4,0,0,6,4.63,-2,
,,,,,9.7,398,1,41,5,0,0,6,4.7,-1,
,,,,,18,398,1,41,5,0,0,6,13,-1,
,,,,,14.49,398,1,41,5,0,0,6,9.49,-1,
,,,,,11.99,398,1,41,5,0,0,6,6.99,-1,
,,,,,13.5,398,1,41,5,0,0,6,8.5,-1,
,,,,,18.1,398,1,41,5,0,0,6,13.1,-1,
,,,,,7.5,399,1,16,3,0,0,3,1.19,0,
,,,,,6.31,399,1,16,3,0,0,3,0,0,
,,,,,16.93,399,1,16,4,0,0,3,10.62,1,
,,,,,10.95,399,1,16,3,0,0,3,4.64,0,
,,,,,9.99,399,1,16,4,0,0,3,3.68,1,
,,,,,27.5,399,1,16,3,0,0,3,21.19,0,
,,,,,10.45,399,1,16,4,0,0,3,4.14,1,
,,,,,22.85,399,1,16,3,0,0,3,16.54,0,
,,,,,17.46,399,1,16,3,0,0,3,11.15,0,
,,,,,8,399,1,16,3,0,0,3,1.69,0,
,,,,,11.9,399,1,16,3,0,0,3,5.59,0,
,,,,,13.75,399,1,16,4,0,0,3,7.44,1,
,,,,,14.49,399,1,16,5,0,0,3,8.18,2,
,,,,,16.5,399,1,16,4,0,0,3,10.19,1,
,,,,,18,399,1,16,4,0,0,3,11.69,1,
,,,,,21.5,399,1,16,4,0,0,3,15.19,1,
,,,,,13,400,1,34,4,0,0,3,10.75,1,
,,,,,11.5,400,1,34,4,0,0,3,9.25,1,
,,,,,23.94,400,1,34,5,0,0,3,21.69,2,
,,,,,4.71,400,1,34,3,0,0,3,2.46,0,
,,,,,8.5,400,1,34,6,0,0,3,6.25,3,
,,,,,15.5,400,1,34,5,0,0,3,13.25,2,
,,,,,4.71,400,1,34,4,0,0,3,2.46,1,
,,,,,17,400,1,34,5,0,0,3,14.75,2,
,,,,,2.53,400,1,34,2,0,0,3,0.28,-1,
,,,,,2.95,400,1,34,3,0,0,3,0.7,0,
,,,,,2.95,400,1,34,3,0,0,3,0.7,0,
,,,,,4.71,400,1,34,4,0,0,3,2.46,1,
,,,,,2.95,400,1,34,3,0,0,3,0.7,0,
,,,,,18.5,400,1,34,5,0,0,3,16.25,2,
,,,,,8.93,400,1,34,5,0,0,3,6.68,2,
,,,,,16.95,400,1,34,4,0,0,3,14.7,1,
,,,,,10.98,400,1,34,6,0,0,3,8.73,3,
,,,,,41.98,400,1,34,4,0,0,3,39.73,1,
,,,,,2.25,400,1,34,3,0,0,3,0,0,
,,,,,3.5,400,1,34,4,0,0,3,1.25,1,
,,,,,17.5,400,1,34,5,0,0,3,15.25,2,
,,,,,17.5,400,1,34,5,0,0,3,15.25,2,
,,,,,4,400,1,34,4,0,0,3,1.75,1,
,,,,,12.94,400,1,34,3,0,0,3,10.69,0,
,,,,,22.5,400,1,34,5,0,0,3,20.25,2,
,,,,,14.5,400,1,34,5,0,0,3,12.25,2,
,,,,,10.95,400,1,34,5,0,0,3,8.7,2,
,,,,,9.5,400,1,34,5,0,0,3,7.25,2,
,,,,,9.5,400,1,34,5,0,0,3,7.25,2,
,,,,,9.5,400,1,34,5,0,0,3,7.25,2,
,,,,,16.95,400,1,34,6,0,0,3,14.7,3,
,,,,,22.45,400,1,34,4,0,0,3,20.2,1,
,,,,,37.45,400,1,34,5,0,0,3,35.2,2,
,,,,,32.45,400,1,34,4,0,0,3,30.2,1,
,,,,,8.18,403,1,34,5,0,0,6,0.45,-1,
,,,,,8.18,403,1,34,6,0,0,6,0.45,0,
,,,,,9.5,403,1,34,4,0,0,6,1.77,-2,
,,,,,8.25,403,1,34,3,0,0,6,0.52,-3,
,,,,,8.4,403,1,34,3,0,0,6,0.67,-3,
,,,,,11.25,403,1,34,3,0,0,6,3.52,-3,
,,,,,32.95,403,1,34,4,0,0,6,25.22,-2,
,,,,,26.95,403,1,34,4,0,0,6,19.22,-2,
,,,,,9.5,403,1,34,4,0,0,6,1.77,-2,
,,,,,13.99,403,1,34,5,0,0,6,6.26,-1,
,,,,,18,403,1,34,3,0,0,6,10.27,-3,
,,,,,8,403,1,34,6,0,0,6,0.27,0,
,,,,,10.45,403,1,34,4,0,0,6,2.72,-2,
,,,,,9.9,403,1,34,4,0,0,6,2.17,-2,
,,,,,7.73,403,1,34,6,0,0,6,0,0,
,,,,,42,403,1,34,4,0,0,6,34.27,-2,
,,,,,16.5,403,1,34,3,0,0,6,8.77,-3,
,,,,,16.74,403,1,34,6,0,0,6,9.01,0,
,,,,,8,403,1,34,4,0,0,6,0.27,-2,
,,,,,46,403,1,34,5,0,0,6,38.27,-1,
,,,,,16,403,1,34,5,0,0,6,8.27,-1,
,,,,,16.25,403,1,34,4,0,0,6,8.52,-2,
,,,,,37.95,403,1,34,4,0,0,6,30.22,-2,
,,,,,46.5,403,1,34,4,0,0,6,38.77,-2,
,,,,,11.25,403,1,34,4,0,0,6,3.52,-2,
,,,,,20.5,403,1,34,5,0,0,6,12.77,-1,
,,,,,15.5,403,1,34,5,0,0,6,7.77,-1,
,,,,,11.25,403,1,34,4,0,0,6,3.52,-2,
,,,,,11.25,403,1,34,3,0,0,6,3.52,-3,
,,,,,11.25,403,1,34,3,0,0,6,3.52,-3,
,,,,,12.5,403,1,34,2,0,0,6,4.77,-4,
,,,,,23.2,403,1,34,2,0,0,6,15.47,-4,
,,,,,25,403,1,34,4,0,0,6,17.27,-2,
,,,,,32.24,403,1,34,3,0,0,6,24.51,-3,

